,Day,Month,Hour,Weekend,Week,Type,Traffic
3081,8,3,9,0,10,1,0.4444444444444444
3082,8,3,10,0,10,1,0.6388888888888888
3083,8,3,11,0,10,1,1.0
3084,8,3,12,0,10,1,0.8888888888888888
3085,8,3,13,0,10,1,0.6666666666666666
3086,8,3,14,0,10,1,0.8333333333333334
3087,8,3,15,0,10,1,0.8888888888888888
3088,8,3,16,0,10,1,0.7222222222222222
3089,8,3,17,0,10,1,0.7222222222222222
3090,8,3,18,0,10,1,0.6944444444444444
3091,8,3,19,0,10,1,0.75
3092,8,3,20,0,10,1,0.7222222222222222
3093,8,3,21,0,10,1,0.75
3094,8,3,22,0,10,1,0.6944444444444444
3095,8,3,23,0,10,1,0.6944444444444444
3096,9,3,0,0,10,1,0.6388888888888888
3097,9,3,1,0,10,1,0.5
3098,9,3,2,0,10,1,0.3333333333333333
3099,9,3,3,0,10,1,0.25
3100,9,3,4,0,10,1,0.2222222222222222
3101,9,3,5,0,10,1,0.2222222222222222
3102,9,3,6,0,10,1,0.1388888888888889
3103,9,3,7,0,10,1,0.2222222222222222
3104,9,3,8,0,10,1,0.3611111111111111
3105,9,3,9,0,10,1,0.6388888888888888
3106,9,3,10,0,10,1,0.8888888888888888
3107,9,3,11,0,10,1,0.7777777777777778
3108,9,3,12,0,10,1,0.9444444444444444
3109,9,3,13,0,10,1,0.7777777777777778
3110,9,3,14,0,10,1,0.9166666666666666
3111,9,3,15,0,10,1,0.7222222222222222
3112,9,3,16,0,10,1,0.6944444444444444
3113,9,3,17,0,10,1,0.6666666666666666
3114,9,3,18,0,10,1,0.6666666666666666
3115,9,3,19,0,10,1,0.8611111111111112
3116,9,3,20,0,10,1,0.8611111111111112
3117,9,3,21,0,10,1,0.6666666666666666
3118,9,3,22,0,10,1,0.7222222222222222
3119,9,3,23,0,10,1,0.5555555555555556
3120,10,3,0,0,10,1,0.6666666666666666
3121,10,3,1,0,10,1,0.4444444444444444
3122,10,3,2,0,10,1,0.3611111111111111
3123,10,3,3,0,10,1,0.3333333333333333
3124,10,3,4,0,10,1,0.2777777777777778
3125,10,3,5,0,10,1,0.2222222222222222
3126,10,3,6,0,10,1,0.1388888888888889
3127,10,3,7,0,10,1,0.2222222222222222
3128,10,3,8,0,10,1,0.3055555555555556
3129,10,3,9,0,10,1,0.5277777777777778
3130,10,3,10,0,10,1,0.5833333333333334
3131,10,3,11,0,10,1,0.6111111111111112
3132,10,3,12,0,10,1,0.6388888888888888
3133,10,3,13,0,10,1,0.5833333333333334
3134,10,3,14,0,10,1,0.8333333333333334
3135,10,3,15,0,10,1,0.6388888888888888
3136,10,3,16,0,10,1,0.6944444444444444
3137,10,3,17,0,10,1,0.6111111111111112
3138,10,3,18,0,10,1,0.6944444444444444
3139,10,3,19,0,10,1,0.6111111111111112
3140,10,3,20,0,10,1,0.7222222222222222
3141,10,3,21,0,10,1,0.6944444444444444
3142,10,3,22,0,10,1,0.6388888888888888
3143,10,3,23,0,10,1,0.5833333333333334
3144,11,3,0,0,10,1,0.5555555555555556
3145,11,3,1,0,10,1,0.4166666666666667
3146,11,3,2,0,10,1,0.3888888888888889
3147,11,3,3,0,10,1,0.3333333333333333
3148,11,3,4,0,10,1,0.08333333333333333
3149,11,3,5,0,10,1,0.2222222222222222
3150,11,3,6,0,10,1,0.08333333333333333
3151,11,3,7,0,10,1,0.2222222222222222
3152,11,3,8,0,10,1,0.3055555555555556
3153,11,3,9,0,10,1,0.3333333333333333
3154,11,3,10,0,10,1,0.4722222222222222
3155,11,3,11,0,10,1,0.6388888888888888
3156,11,3,12,0,10,1,0.8055555555555556
3157,11,3,13,0,10,1,0.6944444444444444
3158,11,3,14,0,10,1,0.6388888888888888
3159,11,3,15,0,10,1,0.6666666666666666
3160,11,3,16,0,10,1,0.5833333333333334
3161,11,3,17,0,10,1,0.5833333333333334
3162,11,3,18,0,10,1,0.5555555555555556
3163,11,3,19,0,10,1,0.5555555555555556
3164,11,3,20,0,10,1,0.6388888888888888
3165,11,3,21,0,10,1,0.6388888888888888
3166,11,3,22,0,10,1,0.6944444444444444
3167,11,3,23,0,10,1,0.5555555555555556
3168,12,3,0,1,10,1,0.4444444444444444
3169,12,3,1,1,10,1,0.3333333333333333
3170,12,3,2,1,10,1,0.3333333333333333
3171,12,3,3,1,10,1,0.19444444444444445
3172,12,3,4,1,10,1,0.16666666666666666
3173,12,3,5,1,10,1,0.027777777777777776
3174,12,3,6,1,10,1,0.0
3175,12,3,7,1,10,1,0.1111111111111111
3176,12,3,8,1,10,1,0.16666666666666666
3177,12,3,9,1,10,1,0.3055555555555556
3178,12,3,10,1,10,1,0.4166666666666667
3179,12,3,11,1,10,1,0.5277777777777778
3180,12,3,12,1,10,1,0.3333333333333333
3181,12,3,13,1,10,1,0.3888888888888889
3182,12,3,14,1,10,1,0.3888888888888889
3183,12,3,15,1,10,1,0.4166666666666667
3184,12,3,16,1,10,1,0.2777777777777778
3185,12,3,17,1,10,1,0.3055555555555556
3186,12,3,18,1,10,1,0.3888888888888889
3187,12,3,19,1,10,1,0.5277777777777778
3188,12,3,20,1,10,1,0.6111111111111112
3189,12,3,21,1,10,1,0.5277777777777778
3190,12,3,22,1,10,1,0.5277777777777778
3191,12,3,23,1,10,1,0.6111111111111112
3192,13,3,0,1,10,1,0.4166666666666667
3193,13,3,1,1,10,1,0.2777777777777778
3194,13,3,2,1,10,1,0.2222222222222222
3195,13,3,3,1,10,1,0.05555555555555555
3196,13,3,4,1,10,1,0.1388888888888889
3197,13,3,5,1,10,1,0.1111111111111111
3198,13,3,6,1,10,1,0.1388888888888889
3199,13,3,7,1,10,1,0.1388888888888889
3200,13,3,8,1,10,1,0.16666666666666666
3201,13,3,9,1,10,1,0.25
3202,13,3,10,1,10,1,0.3333333333333333
3203,13,3,11,1,10,1,0.3055555555555556
3204,13,3,12,1,10,1,0.4166666666666667
3205,13,3,13,1,10,1,0.3055555555555556
3206,13,3,14,1,10,1,0.3055555555555556
3207,13,3,15,1,10,1,0.2222222222222222
3208,13,3,16,1,10,1,0.3611111111111111
3209,13,3,17,1,10,1,0.25
3210,13,3,18,1,10,1,0.3611111111111111
3211,13,3,19,1,10,1,0.5833333333333334
3212,13,3,20,1,10,1,0.4444444444444444
3213,13,3,21,1,10,1,0.4444444444444444
3214,13,3,22,1,10,1,0.5555555555555556
3215,13,3,23,1,10,1,0.5833333333333334
3216,14,3,0,0,11,1,0.43243243243243246
3217,14,3,1,0,11,1,0.2972972972972973
3218,14,3,2,0,11,1,0.21621621621621623
3219,14,3,3,0,11,1,0.08108108108108109
3220,14,3,4,0,11,1,0.16216216216216217
3221,14,3,5,0,11,1,0.08108108108108109
3222,14,3,6,0,11,1,0.10810810810810811
3223,14,3,7,0,11,1,0.2702702702702703
3224,14,3,8,0,11,1,0.24324324324324326
3225,14,3,9,0,11,1,0.4594594594594595
3226,14,3,10,0,11,1,0.918918918918919
3227,14,3,11,0,11,1,0.8918918918918919
3228,14,3,12,0,11,1,0.8648648648648649
3229,14,3,13,0,11,1,0.7837837837837838
3230,14,3,14,0,11,1,0.972972972972973
3231,14,3,15,0,11,1,0.8918918918918919
3232,14,3,16,0,11,1,0.8378378378378378
3233,14,3,17,0,11,1,0.6756756756756757
3234,14,3,18,0,11,1,0.8918918918918919
3235,14,3,19,0,11,1,0.8378378378378378
3236,14,3,20,0,11,1,0.6756756756756757
3237,14,3,21,0,11,1,0.7567567567567568
3238,14,3,22,0,11,1,0.6486486486486487
3239,14,3,23,0,11,1,0.6216216216216216
3240,15,3,0,0,11,1,0.6216216216216216
3241,15,3,1,0,11,1,0.4594594594594595
3242,15,3,2,0,11,1,0.35135135135135137
3243,15,3,3,0,11,1,0.32432432432432434
3244,15,3,4,0,11,1,0.16216216216216217
3245,15,3,5,0,11,1,0.16216216216216217
3246,15,3,6,0,11,1,0.08108108108108109
3247,15,3,7,0,11,1,0.24324324324324326
3248,15,3,8,0,11,1,0.2972972972972973
3249,15,3,9,0,11,1,0.4864864864864865
3250,15,3,10,0,11,1,0.6486486486486487
3251,15,3,11,0,11,1,0.8378378378378378
3252,15,3,12,0,11,1,0.7297297297297297
3253,15,3,13,0,11,1,0.6486486486486487
3254,15,3,14,0,11,1,0.7567567567567568
3255,15,3,15,0,11,1,0.7027027027027027
3256,15,3,16,0,11,1,0.8378378378378378
3257,15,3,17,0,11,1,0.7567567567567568
3258,15,3,18,0,11,1,0.6756756756756757
3259,15,3,19,0,11,1,0.7027027027027027
3260,15,3,20,0,11,1,0.6756756756756757
3261,15,3,21,0,11,1,0.5675675675675675
3262,15,3,22,0,11,1,0.6756756756756757
3263,15,3,23,0,11,1,0.6756756756756757
3264,16,3,0,0,11,1,0.5135135135135135
3265,16,3,1,0,11,1,0.2972972972972973
3266,16,3,2,0,11,1,0.32432432432432434
3267,16,3,3,0,11,1,0.24324324324324326
3268,16,3,4,0,11,1,0.1891891891891892
3269,16,3,5,0,11,1,0.13513513513513514
3270,16,3,6,0,11,1,0.10810810810810811
3271,16,3,7,0,11,1,0.16216216216216217
3272,16,3,8,0,11,1,0.32432432432432434
3273,16,3,9,0,11,1,0.7297297297297297
3274,16,3,10,0,11,1,1.0
3275,16,3,11,0,11,1,0.972972972972973
3276,16,3,12,0,11,1,0.8378378378378378
3277,16,3,13,0,11,1,0.7027027027027027
3278,16,3,14,0,11,1,0.8108108108108109
3279,16,3,15,0,11,1,0.8378378378378378
3280,16,3,16,0,11,1,0.8108108108108109
3281,16,3,17,0,11,1,0.7297297297297297
3282,16,3,18,0,11,1,0.7837837837837838
3283,16,3,19,0,11,1,0.9459459459459459
3284,16,3,20,0,11,1,0.8378378378378378
3285,16,3,21,0,11,1,0.7297297297297297
3286,16,3,22,0,11,1,0.8108108108108109
3287,16,3,23,0,11,1,0.7297297297297297
3288,17,3,0,0,11,1,0.5945945945945946
3289,17,3,1,0,11,1,0.40540540540540543
3290,17,3,2,0,11,1,0.40540540540540543
3291,17,3,3,0,11,1,0.2972972972972973
3292,17,3,4,0,11,1,0.13513513513513514
3293,17,3,5,0,11,1,0.10810810810810811
3294,17,3,6,0,11,1,0.1891891891891892
3295,17,3,7,0,11,1,0.35135135135135137
3296,17,3,8,0,11,1,0.2972972972972973
3297,17,3,9,0,11,1,0.43243243243243246
3298,17,3,10,0,11,1,0.6756756756756757
3299,17,3,11,0,11,1,0.7837837837837838
3300,17,3,12,0,11,1,0.7297297297297297
3301,17,3,13,0,11,1,0.6756756756756757
3302,17,3,14,0,11,1,0.8108108108108109
3303,17,3,15,0,11,1,0.7297297297297297
3304,17,3,16,0,11,1,0.7027027027027027
3305,17,3,17,0,11,1,0.6486486486486487
3306,17,3,18,0,11,1,0.6756756756756757
3307,17,3,19,0,11,1,0.8648648648648649
3308,17,3,20,0,11,1,0.8378378378378378
3309,17,3,21,0,11,1,0.7567567567567568
3310,17,3,22,0,11,1,0.6756756756756757
3311,17,3,23,0,11,1,0.6216216216216216
3312,18,3,0,0,11,1,0.5135135135135135
3313,18,3,1,0,11,1,0.3783783783783784
3314,18,3,2,0,11,1,0.2702702702702703
3315,18,3,3,0,11,1,0.1891891891891892
3316,18,3,4,0,11,1,0.08108108108108109
3317,18,3,5,0,11,1,0.05405405405405406
3318,18,3,6,0,11,1,0.1891891891891892
3319,18,3,7,0,11,1,0.21621621621621623
3320,18,3,8,0,11,1,0.1891891891891892
3321,18,3,9,0,11,1,0.2702702702702703
3322,18,3,10,0,11,1,0.5405405405405406
3323,18,3,11,0,11,1,0.7297297297297297
3324,18,3,12,0,11,1,0.8108108108108109
3325,18,3,13,0,11,1,0.5945945945945946
3326,18,3,14,0,11,1,0.7027027027027027
3327,18,3,15,0,11,1,0.6756756756756757
3328,18,3,16,0,11,1,0.5675675675675675
3329,18,3,17,0,11,1,0.5405405405405406
3330,18,3,18,0,11,1,0.5945945945945946
3331,18,3,19,0,11,1,0.7567567567567568
3332,18,3,20,0,11,1,0.6216216216216216
3333,18,3,21,0,11,1,0.5675675675675675
3334,18,3,22,0,11,1,0.5675675675675675
3335,18,3,23,0,11,1,0.5405405405405406
3336,19,3,0,1,11,1,0.5135135135135135
3337,19,3,1,1,11,1,0.32432432432432434
3338,19,3,2,1,11,1,0.13513513513513514
3339,19,3,3,1,11,1,0.10810810810810811
3340,19,3,4,1,11,1,0.10810810810810811
3341,19,3,5,1,11,1,0.08108108108108109
3342,19,3,6,1,11,1,0.0
3343,19,3,7,1,11,1,0.05405405405405406
3344,19,3,8,1,11,1,0.16216216216216217
3345,19,3,9,1,11,1,0.1891891891891892
3346,19,3,10,1,11,1,0.4594594594594595
3347,19,3,11,1,11,1,0.35135135135135137
3348,19,3,12,1,11,1,0.4594594594594595
3349,19,3,13,1,11,1,0.24324324324324326
3350,19,3,14,1,11,1,0.35135135135135137
3351,19,3,15,1,11,1,0.21621621621621623
3352,19,3,16,1,11,1,0.2702702702702703
3353,19,3,17,1,11,1,0.32432432432432434
3354,19,3,18,1,11,1,0.2702702702702703
3355,19,3,19,1,11,1,0.3783783783783784
3356,19,3,20,1,11,1,0.35135135135135137
3357,19,3,21,1,11,1,0.35135135135135137
3358,19,3,22,1,11,1,0.32432432432432434
3359,19,3,23,1,11,1,0.2702702702702703
3360,20,3,0,1,11,1,0.2972972972972973
3361,20,3,1,1,11,1,0.21621621621621623
3362,20,3,2,1,11,1,0.13513513513513514
3363,20,3,3,1,11,1,0.05405405405405406
3364,20,3,4,1,11,1,0.0
3365,20,3,5,1,11,1,0.0
3366,20,3,6,1,11,1,0.02702702702702703
3367,20,3,7,1,11,1,0.13513513513513514
3368,20,3,8,1,11,1,0.05405405405405406
3369,20,3,9,1,11,1,0.16216216216216217
3370,20,3,10,1,11,1,0.2972972972972973
3371,20,3,11,1,11,1,0.35135135135135137
3372,20,3,12,1,11,1,0.2972972972972973
3373,20,3,13,1,11,1,0.2702702702702703
3374,20,3,14,1,11,1,0.24324324324324326
3375,20,3,15,1,11,1,0.2702702702702703
3376,20,3,16,1,11,1,0.1891891891891892
3377,20,3,17,1,11,1,0.32432432432432434
3378,20,3,18,1,11,1,0.3783783783783784
3379,20,3,19,1,11,1,0.35135135135135137
3380,20,3,20,1,11,1,0.5405405405405406
3381,20,3,21,1,11,1,0.40540540540540543
3382,20,3,22,1,11,1,0.40540540540540543
3383,20,3,23,1,11,1,0.5135135135135135
3384,21,3,0,0,12,1,0.3157894736842105
3385,21,3,1,0,12,1,0.23684210526315788
3386,21,3,2,0,12,1,0.07894736842105263
3387,21,3,3,0,12,1,0.15789473684210525
3388,21,3,4,0,12,1,0.07894736842105263
3389,21,3,5,0,12,1,0.0
3390,21,3,6,0,12,1,0.07894736842105263
3391,21,3,7,0,12,1,0.2894736842105263
3392,21,3,8,0,12,1,0.21052631578947367
3393,21,3,9,0,12,1,0.3157894736842105
3394,21,3,10,0,12,1,0.47368421052631576
3395,21,3,11,0,12,1,0.9210526315789473
3396,21,3,12,0,12,1,0.9473684210526315
3397,21,3,13,0,12,1,0.8157894736842105
3398,21,3,14,0,12,1,1.0
3399,21,3,15,0,12,1,0.8157894736842105
3400,21,3,16,0,12,1,0.8947368421052632
3401,21,3,17,0,12,1,0.7894736842105263
3402,21,3,18,0,12,1,0.868421052631579
3403,21,3,19,0,12,1,0.7105263157894737
3404,21,3,20,0,12,1,0.8421052631578947
3405,21,3,21,0,12,1,0.6578947368421053
3406,21,3,22,0,12,1,0.6578947368421053
3407,21,3,23,0,12,1,0.6578947368421053
3408,22,3,0,0,12,1,0.5526315789473685
3409,22,3,1,0,12,1,0.4473684210526316
3410,22,3,2,0,12,1,0.2894736842105263
3411,22,3,3,0,12,1,0.2631578947368421
3412,22,3,4,0,12,1,0.13157894736842105
3413,22,3,5,0,12,1,0.05263157894736842
3414,22,3,6,0,12,1,0.15789473684210525
3415,22,3,7,0,12,1,0.2894736842105263
3416,22,3,8,0,12,1,0.39473684210526316
3417,22,3,9,0,12,1,0.39473684210526316
3418,22,3,10,0,12,1,0.6842105263157895
3419,22,3,11,0,12,1,0.6578947368421053
3420,22,3,12,0,12,1,0.5789473684210527
3421,22,3,13,0,12,1,0.7105263157894737
3422,22,3,14,0,12,1,0.6578947368421053
3423,22,3,15,0,12,1,0.6842105263157895
3424,22,3,16,0,12,1,0.631578947368421
3425,22,3,17,0,12,1,0.5789473684210527
3426,22,3,18,0,12,1,0.9210526315789473
3427,22,3,19,0,12,1,0.9210526315789473
3428,22,3,20,0,12,1,0.7368421052631579
3429,22,3,21,0,12,1,0.6052631578947368
3430,22,3,22,0,12,1,0.5526315789473685
3431,22,3,23,0,12,1,0.5789473684210527
3432,23,3,0,0,12,1,0.5526315789473685
3433,23,3,1,0,12,1,0.42105263157894735
3434,23,3,2,0,12,1,0.3684210526315789
3435,23,3,3,0,12,1,0.21052631578947367
3436,23,3,4,0,12,1,0.21052631578947367
3437,23,3,5,0,12,1,0.07894736842105263
3438,23,3,6,0,12,1,0.15789473684210525
3439,23,3,7,0,12,1,0.15789473684210525
3440,23,3,8,0,12,1,0.2631578947368421
3441,23,3,9,0,12,1,0.47368421052631576
3442,23,3,10,0,12,1,0.7368421052631579
3443,23,3,11,0,12,1,0.7368421052631579
3444,23,3,12,0,12,1,0.6842105263157895
3445,23,3,13,0,12,1,0.5789473684210527
3446,23,3,14,0,12,1,0.8421052631578947
3447,23,3,15,0,12,1,0.7631578947368421
3448,23,3,16,0,12,1,0.631578947368421
3449,23,3,17,0,12,1,0.6052631578947368
3450,23,3,18,0,12,1,0.6842105263157895
3451,23,3,19,0,12,1,0.7631578947368421
3452,23,3,20,0,12,1,0.7631578947368421
3453,23,3,21,0,12,1,0.6052631578947368
3454,23,3,22,0,12,1,0.5263157894736842
3455,23,3,23,0,12,1,0.39473684210526316
3456,24,3,0,0,12,1,0.5263157894736842
3457,24,3,1,0,12,1,0.3157894736842105
3458,24,3,2,0,12,1,0.21052631578947367
3459,24,3,3,0,12,1,0.15789473684210525
3460,24,3,4,0,12,1,0.15789473684210525
3461,24,3,5,0,12,1,0.13157894736842105
3462,24,3,6,0,12,1,0.07894736842105263
3463,24,3,7,0,12,1,0.18421052631578946
3464,24,3,8,0,12,1,0.15789473684210525
3465,24,3,9,0,12,1,0.34210526315789475
3466,24,3,10,0,12,1,0.34210526315789475
3467,24,3,11,0,12,1,0.631578947368421
3468,24,3,12,0,12,1,0.5
3469,24,3,13,0,12,1,0.39473684210526316
3470,24,3,14,0,12,1,0.5
3471,24,3,15,0,12,1,0.5263157894736842
3472,24,3,16,0,12,1,0.5
3473,24,3,17,0,12,1,0.5526315789473685
3474,24,3,18,0,12,1,0.42105263157894735
3475,24,3,19,0,12,1,0.6578947368421053
3476,24,3,20,0,12,1,0.47368421052631576
3477,24,3,21,0,12,1,0.4473684210526316
3478,24,3,22,0,12,1,0.6052631578947368
3479,24,3,23,0,12,1,0.5
3480,25,3,0,0,12,1,0.4473684210526316
3481,25,3,1,0,12,1,0.39473684210526316
3482,25,3,2,0,12,1,0.23684210526315788
3483,25,3,3,0,12,1,0.13157894736842105
3484,25,3,4,0,12,1,0.02631578947368421
3485,25,3,5,0,12,1,0.10526315789473684
3486,25,3,6,0,12,1,0.02631578947368421
3487,25,3,7,0,12,1,0.13157894736842105
3488,25,3,8,0,12,1,0.07894736842105263
3489,25,3,9,0,12,1,0.39473684210526316
3490,25,3,10,0,12,1,0.5
3491,25,3,11,0,12,1,0.42105263157894735
3492,25,3,12,0,12,1,0.5
3493,25,3,13,0,12,1,0.3684210526315789
3494,25,3,14,0,12,1,0.3684210526315789
3495,25,3,15,0,12,1,0.34210526315789475
3496,25,3,16,0,12,1,0.3157894736842105
3497,25,3,17,0,12,1,0.3157894736842105
3498,25,3,18,0,12,1,0.39473684210526316
3499,25,3,19,0,12,1,0.5789473684210527
3500,25,3,20,0,12,1,0.4473684210526316
3501,25,3,21,0,12,1,0.5263157894736842
3502,25,3,22,0,12,1,0.3157894736842105
3503,25,3,23,0,12,1,0.34210526315789475
3504,26,3,0,1,12,1,0.39473684210526316
3505,26,3,1,1,12,1,0.2894736842105263
3506,26,3,2,1,12,1,0.13157894736842105
3507,26,3,3,1,12,1,0.10526315789473684
3508,26,3,4,1,12,1,0.05263157894736842
3509,26,3,5,1,12,1,0.0
3510,26,3,6,1,12,1,0.02631578947368421
3511,26,3,7,1,12,1,0.05263157894736842
3512,26,3,8,1,12,1,0.10526315789473684
3513,26,3,9,1,12,1,0.13157894736842105
3514,26,3,10,1,12,1,0.23684210526315788
3515,26,3,11,1,12,1,0.2894736842105263
3516,26,3,12,1,12,1,0.13157894736842105
3517,26,3,13,1,12,1,0.23684210526315788
3518,26,3,14,1,12,1,0.15789473684210525
3519,26,3,15,1,12,1,0.18421052631578946
3520,26,3,16,1,12,1,0.2631578947368421
3521,26,3,17,1,12,1,0.23684210526315788
3522,26,3,18,1,12,1,0.23684210526315788
3523,26,3,19,1,12,1,0.3684210526315789
3524,26,3,20,1,12,1,0.2894736842105263
3525,26,3,21,1,12,1,0.3157894736842105
3526,26,3,22,1,12,1,0.2631578947368421
3527,26,3,23,1,12,1,0.2894736842105263
3528,27,3,0,1,12,1,0.2894736842105263
3529,27,3,1,1,12,1,0.15789473684210525
3530,27,3,2,1,12,1,0.10526315789473684
3531,27,3,3,1,12,1,0.0
3532,27,3,4,1,12,1,0.0
3533,27,3,5,1,12,1,0.0
3534,27,3,6,1,12,1,0.0
3535,27,3,7,1,12,1,0.05263157894736842
3536,27,3,8,1,12,1,0.07894736842105263
3537,27,3,9,1,12,1,0.07894736842105263
3538,27,3,10,1,12,1,0.13157894736842105
3539,27,3,11,1,12,1,0.23684210526315788
3540,27,3,12,1,12,1,0.23684210526315788
3541,27,3,13,1,12,1,0.21052631578947367
3542,27,3,14,1,12,1,0.15789473684210525
3543,27,3,15,1,12,1,0.23684210526315788
3544,27,3,16,1,12,1,0.23684210526315788
3545,27,3,17,1,12,1,0.21052631578947367
3546,27,3,18,1,12,1,0.3684210526315789
3547,27,3,19,1,12,1,0.34210526315789475
3548,27,3,20,1,12,1,0.3157894736842105
3549,27,3,21,1,12,1,0.34210526315789475
3550,27,3,22,1,12,1,0.21052631578947367
3551,27,3,23,1,12,1,0.2894736842105263
3552,28,3,0,0,13,1,0.2926829268292683
3553,28,3,1,0,13,1,0.2682926829268293
3554,28,3,2,0,13,1,0.12195121951219512
3555,28,3,3,0,13,1,0.14634146341463414
3556,28,3,4,0,13,1,0.04878048780487805
3557,28,3,5,0,13,1,0.024390243902439025
3558,28,3,6,0,13,1,0.1951219512195122
3559,28,3,7,0,13,1,0.17073170731707318
3560,28,3,8,0,13,1,0.24390243902439024
3561,28,3,9,0,13,1,0.4146341463414634
3562,28,3,10,0,13,1,0.43902439024390244
3563,28,3,11,0,13,1,0.7317073170731707
3564,28,3,12,0,13,1,0.7804878048780488
3565,28,3,13,0,13,1,0.5609756097560976
3566,28,3,14,0,13,1,0.6829268292682927
3567,28,3,15,0,13,1,0.6341463414634146
3568,28,3,16,0,13,1,0.6829268292682927
3569,28,3,17,0,13,1,0.6585365853658537
3570,28,3,18,0,13,1,0.6829268292682927
3571,28,3,19,0,13,1,0.6585365853658537
3572,28,3,20,0,13,1,0.7560975609756098
3573,28,3,21,0,13,1,0.6829268292682927
3574,28,3,22,0,13,1,0.6829268292682927
3575,28,3,23,0,13,1,0.6585365853658537
3576,29,3,0,0,13,1,0.5121951219512195
3577,29,3,1,0,13,1,0.4878048780487805
3578,29,3,2,0,13,1,0.36585365853658536
3579,29,3,3,0,13,1,0.1951219512195122
3580,29,3,4,0,13,1,0.17073170731707318
3581,29,3,5,0,13,1,0.12195121951219512
3582,29,3,6,0,13,1,0.21951219512195122
3583,29,3,7,0,13,1,0.2682926829268293
3584,29,3,8,0,13,1,0.34146341463414637
3585,29,3,9,0,13,1,0.4146341463414634
3586,29,3,10,0,13,1,0.6585365853658537
3587,29,3,11,0,13,1,0.7560975609756098
3588,29,3,12,0,13,1,0.7804878048780488
3589,29,3,13,0,13,1,0.7317073170731707
3590,29,3,14,0,13,1,0.8048780487804879
3591,29,3,15,0,13,1,0.8292682926829268
3592,29,3,16,0,13,1,0.6585365853658537
3593,29,3,17,0,13,1,0.7560975609756098
3594,29,3,18,0,13,1,0.7804878048780488
3595,29,3,19,0,13,1,0.8048780487804879
3596,29,3,20,0,13,1,0.8048780487804879
3597,29,3,21,0,13,1,0.7073170731707317
3598,29,3,22,0,13,1,0.6829268292682927
3599,29,3,23,0,13,1,0.6829268292682927
3600,30,3,0,0,13,1,0.6097560975609756
3601,30,3,1,0,13,1,0.5365853658536586
3602,30,3,2,0,13,1,0.36585365853658536
3603,30,3,3,0,13,1,0.24390243902439024
3604,30,3,4,0,13,1,0.17073170731707318
3605,30,3,5,0,13,1,0.14634146341463414
3606,30,3,6,0,13,1,0.21951219512195122
3607,30,3,7,0,13,1,0.36585365853658536
3608,30,3,8,0,13,1,0.34146341463414637
3609,30,3,9,0,13,1,0.3902439024390244
3610,30,3,10,0,13,1,0.8048780487804879
3611,30,3,11,0,13,1,1.0
3612,30,3,12,0,13,1,0.9024390243902439
3613,30,3,13,0,13,1,0.7804878048780488
3614,30,3,14,0,13,1,0.8536585365853658
3615,30,3,15,0,13,1,0.975609756097561
3616,30,3,16,0,13,1,0.8536585365853658
3617,30,3,17,0,13,1,0.8780487804878049
3618,30,3,18,0,13,1,0.7560975609756098
3619,30,3,19,0,13,1,0.9024390243902439
3620,30,3,20,0,13,1,0.8048780487804879
3621,30,3,21,0,13,1,0.7317073170731707
3622,30,3,22,0,13,1,0.7317073170731707
3623,30,3,23,0,13,1,0.6585365853658537
3624,31,3,0,0,13,1,0.6097560975609756
3625,31,3,1,0,13,1,0.4634146341463415
3626,31,3,2,0,13,1,0.36585365853658536
3627,31,3,3,0,13,1,0.3170731707317073
3628,31,3,4,0,13,1,0.17073170731707318
3629,31,3,5,0,13,1,0.17073170731707318
3630,31,3,6,0,13,1,0.17073170731707318
3631,31,3,7,0,13,1,0.2682926829268293
3632,31,3,8,0,13,1,0.34146341463414637
3633,31,3,9,0,13,1,0.4146341463414634
3634,31,3,10,0,13,1,0.7073170731707317
3635,31,3,11,0,13,1,0.7317073170731707
3636,31,3,12,0,13,1,0.7317073170731707
3637,31,3,13,0,13,1,0.6097560975609756
3638,31,3,14,0,13,1,0.7560975609756098
3639,31,3,15,0,13,1,0.7317073170731707
3640,31,3,16,0,13,1,0.7073170731707317
3641,31,3,17,0,13,1,0.6341463414634146
3642,31,3,18,0,13,1,0.8048780487804879
3643,31,3,19,0,13,1,0.8292682926829268
3644,31,3,20,0,13,1,0.7073170731707317
3645,31,3,21,0,13,1,0.6585365853658537
3646,31,3,22,0,13,1,0.5121951219512195
3647,31,3,23,0,13,1,0.6341463414634146
3648,1,4,0,0,13,1,0.5853658536585366
3649,1,4,1,0,13,1,0.4634146341463415
3650,1,4,2,0,13,1,0.2926829268292683
3651,1,4,3,0,13,1,0.2682926829268293
3652,1,4,4,0,13,1,0.17073170731707318
3653,1,4,5,0,13,1,0.14634146341463414
3654,1,4,6,0,13,1,0.17073170731707318
3655,1,4,7,0,13,1,0.2682926829268293
3656,1,4,8,0,13,1,0.2926829268292683
3657,1,4,9,0,13,1,0.4146341463414634
3658,1,4,10,0,13,1,0.5609756097560976
3659,1,4,11,0,13,1,0.8292682926829268
3660,1,4,12,0,13,1,0.9512195121951219
3661,1,4,13,0,13,1,0.7804878048780488
3662,1,4,14,0,13,1,0.7073170731707317
3663,1,4,15,0,13,1,0.7804878048780488
3664,1,4,16,0,13,1,0.6341463414634146
3665,1,4,17,0,13,1,0.5853658536585366
3666,1,4,18,0,13,1,0.7073170731707317
3667,1,4,19,0,13,1,0.7073170731707317
